"age","colour","wing_span","fire_quotient","no_eggs"
3375.06935541239,"Verde",179.48462374262,0.774368490325287,49
2273.00279321335,"Azul",269.966118393709,0.197224191389978,10
4973.94752854574,"Verde",182.427723506614,0.978013844229281,1
3485.65788085572,"Azul",215.937371564801,0.201327350223437,5
1599.52198080625,"Azul",399.163565042681,0.36124442727305,23
5552.85414769687,"Verde",135.444757287168,0.742611942114308,0
1759.23024495225,"Verde",375.778821462567,0.97872843942605,32
1515.08554949239,"Azul",457.15319433611,0.498113709036261,6
1941.28651806992,"Azul",338.408255078328,0.0133158357348293,12
4207.48448048066,"Azul",139.615024624153,0.259946128586307,0
1410.18808528222,"Verde",437.098477693098,0.775893080746755,37
1601.75789906923,"Azul",419.070420246988,0.0163790525402874,3
2469.58743712027,"Azul",320.66086392025,0.0957447842229158,12
2494.13097900059,"Azul",252.916948929654,0.142163540003821,6
1488.61298168078,"Azul",437.565803807844,0.21112623764202,6
4905.94246999174,"Verde",161.267495261595,0.811256443616003,0
4356.10792917386,"Azul",109.206341382453,0.0365471958648413,1
1471.58191539999,"Verde",437.437454672878,0.891637413064018,103
5070.91602445673,"Azul",125.092966848231,0.483236411120743,0
4629.96853956208,"Azul",90.8950266048089,0.46666452800855,0
1169.15917346627,"Verde",492.015473604111,0.984224080340937,63
3313.69216171186,"Dourado",238.494483056746,0.601345547009259,20
1286.57692423556,"Azul",502.196935172767,0.038344347383827,0
4902.80955487955,"Azul",160.226368458036,0.141495691146702,0
818.431240956299,"Verde",586.117457426483,0.806385525269434,18
3691.26856669039,"Azul",211.23069689699,0.26668567629531,5
5460.04782467708,"Azul",129.407716560747,0.0427020508795977,0
373.029496918432,"Dourado",690.274648962493,0.612174522364512,11
4286.98296567984,"Dourado",163.337421247806,0.55334839806892,0
872.300081616268,"Verde",550.265982792581,0.853500765282661,12
2137.18672505487,"Azul",351.683339915891,0.46977853984572,3
3442.60061573144,"Azul",217.762860947025,0.397616561036557,8
3350.30708450731,"Verde",191.827629555925,0.804636733606458,42
5342.73119821586,"Dourado",96.9644447673793,0.508897385094315,0
3781.70314197335,"Dourado",165.065155954845,0.634915353730321,1
2314.90724908747,"Azul",318.492459677752,0.494251721305773,31
5335.73269491829,"Azul",120.630653730379,0.280130898812786,1
3378.56651507132,"Verde",124.199756422877,0.908710354240611,9
2831.27173838019,"Verde",215.658870873861,0.784116157796234,79
1666.66743299086,"Dourado",437.636149161794,0.558997022453696,8
